

*******************************************************************************
Ephemeris / WWW_USER Wed Apr 24 00:30:52 2024 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Juno (spacecraft) (-61)         {source: juno_merged_DE436}
Center body name: Jupiter (599)                   {source: juno_merged_DE436}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2016-Aug-01 00:00:00.0000 TDB
Stop  time      : A.D. 2016-Sep-23 00:00:00.0000 TDB
Step-size       : 60 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {W-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {W-lon(deg),Dxy(km),Dz(km)}
Center radii    : 71492.0, 71492.0, 66854.0 km    {Equator_a, b, pole_c}
Keplerian GM    : 1.2668653190037040E+08 km^3/s^2
Output units    : KM-S, deg, Julian Day Number (Tp)
Calendar mode   : Gregorian
Output type     : GEOMETRIC osculating elements
Output format   : 10
Reference frame : Ecliptic of J2000.0
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                     EC,                     QR,                     IN,                     OM,                      W,                     Tp,                      N,                     MA,                     TA,                      A,                     AD,                     PR,
2457604.500000000, A.D. 2016-Aug-04 00:00:00.0000,  9.816019083932078E-01,  7.524418262147704E+04,  9.072389135008935E+01,  2.692432171768955E+02,  1.746796639144280E+02,  2.457628045732617E+06,  7.797181222995672E-05,  2.013779425702308E+02,  1.810456522139636E+02,  4.089781931170442E+06,  8.104319679719406E+06,  4.617053133743739E+06,
2457604.541666667, A.D. 2016-Aug-04 01:00:00.0000,  9.816016101943569E-01,  7.524519693353627E+04,  9.072845587454313E+01,  2.692428764941829E+02,  1.746798206777550E+02,  2.457628046145649E+06,  7.797213127111521E-05,  2.016552106918929E+02,  1.810593870945421E+02,  4.089770774965151E+06,  8.104296352996766E+06,  4.617034241994128E+06,
2457604.583333333, A.D. 2016-Aug-04 02:00:00.0000,  9.816012893554429E-01,  7.524628365615300E+04,  9.073141084596729E+01,  2.692426566509911E+02,  1.746799923202207E+02,  2.457628046591570E+06,  7.797248167367575E-05,  2.019321959492729E+02,  1.810731153011330E+02,  4.089758522204569E+06,  8.104270760752984E+06,  4.617013493384031E+06,
2457604.625000000, A.D. 2016-Aug-04 03:00:00.0000,  9.816009538031587E-01,  7.524741583948156E+04,  9.073266837238798E+01,  2.692425633798731E+02,  1.746801743926364E+02,  2.457628047058654E+06,  7.797285493585813E-05,  2.022089948573481E+02,  1.810868414705070E+02,  4.089745470197255E+06,  8.104243524555028E+06,  4.616991391377711E+06,
2457604.666666667, A.D. 2016-Aug-04 04:00:00.0000,  9.816006116347433E-01,  7.524856631247504E+04,  9.073217731527625E+01,  2.692425996322223E+02,  1.746803622251873E+02,  2.457628047534843E+06,  7.797324181646481E-05,  2.024857075747468E+02,  1.811005704118410E+02,  4.089731942098980E+06,  8.104215317885485E+06,  4.616968483205766E+06,
2457604.708333333, A.D. 2016-Aug-04 05:00:00.0000,  9.816002709463989E-01,  7.524970827259813E+04,  9.072992425593810E+01,  2.692427655428900E+02,  1.746805510179285E+02,  2.457628048007980E+06,  7.797363250913572E-05,  2.027624359290969E+02,  1.811143070145271E+02,  4.089718280817350E+06,  8.104186853362103E+06,  4.616945349542627E+06,
2457604.750000000, A.D. 2016-Aug-04 06:00:00.0000,  9.815999396706394E-01,  7.525081582757922E+04,  9.072593385528776E+01,  2.692430584405910E+02,  1.746807359356127E+02,  2.457628048466048E+06,  7.797401683428796E-05,  2.030392813968566E+02,  1.811280561535419E+02,  4.089704842298932E+06,  8.104158868770285E+06,  4.616922593138682E+06,
2457604.791666667, A.D. 2016-Aug-04 07:00:00.0000,  9.815996254244231E-01,  7.525186448264684E+04,  9.072026857140017E+01,  2.692434729058157E+02,  1.746809122059842E+02,  2.457628048897416E+06,  7.797438444711151E-05,  2.033163430577665E+02,  1.811418225932746E+02,  4.089691988256017E+06,  8.104132112029388E+06,  4.616900826503874E+06,
2457604.833333333, A.D. 2016-Aug-04 08:00:00.0000,  9.815993353693467E-01,  7.525283156956386E+04,  9.071302769193223E+01,  2.692440008784325E+02,  1.746810752203043E+02,  2.457628049291075E+06,  7.797472505930114E-05,  2.035937155489758E+02,  1.811556108909722E+02,  4.089680078414239E+06,  8.104107325258915E+06,  4.616880658780313E+06,
2457604.875000000, A.D. 2016-Aug-04 09:00:00.0000,  9.815990760846962E-01,  7.525369661623817E+04,  9.070434563956343E+01,  2.692446318170101E+02,  1.746812206344465E+02,  2.457628049636865E+06,  7.797502867131760E-05,  2.038714870501824E+02,  1.811694253012920E+02,  4.089669462393169E+06,  8.104085228170100E+06,  4.616862681993764E+06,
2457604.916666667, A.D. 2016-Aug-04 10:00:00.0000,  9.815988534538315E-01,  7.525444165770095E+04,  9.069438951892121E+01,  2.692453529110672E+02,  1.746813444684376E+02,  2.457628049925695E+06,  7.797528581095983E-05,  2.041497373379295E+02,  1.811832696838063E+02,  4.089660471367278E+06,  8.104066501076855E+06,  4.616847456933593E+06,
2457604.958333333, A.D. 2016-Aug-04 11:00:00.0000,  9.815986725641750E-01,  7.525505149076105E+04,  9.068335589268499E+01,  2.692461493460062E+02,  1.746814432019015E+02,  2.457628050149750E+06,  7.797548777298942E-05,  2.044285359536750E+02,  1.811971474156374E+02,  4.089653409690937E+06,  8.104051767891113E+06,  4.616835498972068E+06,
2457605.000000000, A.D. 2016-Aug-04 12:00:00.0000,  9.815985376209800E-01,  7.525551387560344E+04,  9.067146680126247E+01,  2.692470046185514E+02,  1.746815138625231E+02,  2.457628050302664E+06,  7.797562685358046E-05,  2.047079405352306E+02,  1.812110613116643E+02,  4.089648546704853E+06,  8.104041579534102E+06,  4.616827264191075E+06,
2457605.041666667, A.D. 2016-Aug-04 13:00:00.0000,  9.815984518751117E-01,  7.525581968794583E+04,  9.065896507232398E+01,  2.692479008982402E+02,  1.746815541044639E+02,  2.457628050379674E+06,  7.797569657258763E-05,  2.049879953641190E+02,  1.812250135548975E+02,  4.089646108968555E+06,  8.104036398249164E+06,  4.616823136230348E+06,
2457605.083333333, A.D. 2016-Aug-04 14:00:00.0000,  9.815984175652021E-01,  7.525596302509843E+04,  9.064610900069269E+01,  2.692488194281585E+02,  1.746815622736492E+02,  2.457628050377747E+06,  7.797569187613387E-05,  2.052687301812857E+02,  1.812390056396183E+02,  4.089646273180702E+06,  8.104036583336305E+06,  4.616823414300293E+06,
2457605.125000000, A.D. 2016-Aug-04 15:00:00.0000,  9.815984358747653E-01,  7.525594126842798E+04,  9.063316651249637E+01,  2.692497409558659E+02,  1.746815374570562E+02,  2.457628050295647E+06,  7.797560931190388E-05,  2.055501593201644E+02,  1.812530383297128E+02,  4.089649160052968E+06,  8.104042378837507E+06,  4.616828302809322E+06,
2457605.166666667, A.D. 2016-Aug-04 16:00:00.0000,  9.815985069051305E-01,  7.525575510345634E+04,  9.062040895703710E+01,  2.692506461835610E+02,  1.746814795135590E+02,  2.457628050133989E+06,  7.797544716985427E-05,  2.058322811990647E+02,  1.812671116342804E+02,  4.089654829391982E+06,  8.104053903680507E+06,  4.616837903036457E+06,
2457605.208333333, A.D. 2016-Aug-04 17:00:00.0000,  9.815986296652899E-01,  7.525540849728012E+04,  9.060810469283632E+01,  2.692515162251574E+02,  1.746813890845149E+02,  2.457628049895218E+06,  7.797520558184079E-05,  2.061150782043967E+02,  1.812812248020723E+02,  4.089663276616271E+06,  8.104071144735262E+06,  4.616852207233403E+06,
2457605.250000000, A.D. 2016-Aug-04 18:00:00.0000,  9.815988020798971E-01,  7.525490863162823E+04,  9.059651264882773E+01,  2.692523330572062E+02,  1.746812675830796E+02,  2.457628049583564E+06,  7.797488657489998E-05,  2.063985169828304E+02,  1.812953763356500E+02,  4.089674430892035E+06,  8.104093953152441E+06,  4.616871095467338E+06,
2457605.291666667, A.D. 2016-Aug-04 19:00:00.0000,  9.815990210167395E-01,  7.525426578851855E+04,  9.058587604644421E+01,  2.692530799505815E+02,  1.746811171621509E+02,  2.457628049204937E+06,  7.797449407455031E-05,  2.066825491450373E+02,  1.813095640253758E+02,  4.089688155014831E+06,  8.104122044241143E+06,  4.616894335419593E+06,
2457605.333333333, A.D. 2016-Aug-04 20:00:00.0000,  9.815992823348073E-01,  7.525349318498664E+04,  9.057641646353032E+01,  2.692537418704992E+02,  1.746809406617895E+02,  2.457628048766788E+06,  7.797403385638316E-05,  2.069671123671640E+02,  1.813237850025322E+02,  4.089704247097818E+06,  8.104155001010650E+06,  4.616921585242950E+06,
2457605.375000000, A.D. 2016-Aug-04 21:00:00.0000,  9.815995809538086E-01,  7.525260675324530E+04,  9.056832840744033E+01,  2.692543058337026E+02,  1.746807415378737E+02,  2.457628048277917E+06,  7.797351344625190E-05,  2.072521318601698E+02,  1.813380358100711E+02,  4.089722444056097E+06,  8.104192281358949E+06,  4.616952399460009E+06,
2457605.416666667, A.D. 2016-Aug-04 22:00:00.0000,  9.815999109454777E-01,  7.525162486331494E+04,  9.056177454455455E+01,  2.692547612133331E+02,  1.746805237745214E+02,  2.457628047748262E+06,  7.797294197135265E-05,  2.075375221629779E+02,  1.813523124887926E+02,  4.089742426807444E+06,  8.104233228751572E+06,  4.616986237767768E+06,
2457605.458333333, A.D. 2016-Aug-04 23:00:00.0000,  9.816002656464803E-01,  7.525056798633547E+04,  9.055688170958882E+01,  2.692550999839104E+02,  1.746802917833781E+02,  2.457628047188653E+06,  7.797232996622922E-05,  2.078231892045391E+02,  1.813666106762264E+02,  4.089763827049004E+06,  8.104277086111673E+06,  4.617022476510840E+06,
2457605.500000000, A.D. 2016-Aug-05 00:00:00.0000,  9.816006377921473E-01,  7.524945829825602E+04,  9.055373779381816E+01,  2.692553169007347E+02,  1.746800502931721E+02,  2.457628046610540E+06,  7.797168913903952E-05,  2.081090325735490E+02,  1.813809257151773E+02,  4.089786235423965E+06,  8.104323012549675E+06,  4.617060422508561E+06,
2457605.541666667, A.D. 2016-Aug-05 01:00:00.0000,  9.816010196697614E-01,  7.524831922516121E+04,  9.055238958987077E+01,  2.692554096096678E+02,  1.746798042329335E+02,  2.457628046025725E+06,  7.797103210415403E-05,  2.083949479333720E+02,  1.813952527688503E+02,  4.089809210866549E+06,  8.104370102507937E+06,  4.617099328877813E+06,
2457605.583333333, A.D. 2016-Aug-05 02:00:00.0000,  9.816014034507111E-01,  7.524717425830977E+04,  9.055283857084270E+01,  2.692553788959572E+02,  1.746795586263686E+02,  2.457628045446081E+06,  7.797037211274594E-05,  2.086808294030272E+02,  1.814095869272753E+02,  4.089832290018785E+06,  8.104417405779261E+06,  4.617138410977907E+06,
2457605.625000000, A.D. 2016-Aug-05 03:00:00.0000,  9.816017807330116E-01,  7.524604909440597E+04,  9.055505315602940E+01,  2.692552278014345E+02,  1.746793184137505E+02,  2.457628044883227E+06,  7.796972263437581E-05,  2.089665725755647E+02,  1.814239233767968E+02,  4.089855001859847E+06,  8.104463954625287E+06,  4.617176871183082E+06,
2457605.666666667, A.D. 2016-Aug-05 04:00:00.0000,  9.816021437096208E-01,  7.524496697360901E+04,  9.055895124640065E+01,  2.692549627809250E+02,  1.746790884188744E+02,  2.457628044348316E+06,  7.796909717636531E-05,  2.092520763282047E+02,  1.814382574451576E+02,  4.089876874022411E+06,  8.104508781071213E+06,  4.617213909578606E+06,
2457605.708333333, A.D. 2016-Aug-05 05:00:00.0000,  9.816024847331699E-01,  7.524395074662879E+04,  9.056441474110675E+01,  2.692545926678043E+02,  1.746788731755626E+02,  2.457628043851719E+06,  7.796850883766703E-05,  2.095372457855140E+02,  1.814525847672085E+02,  4.089897448395715E+06,  8.104550946044801E+06,  4.617248750383719E+06,
2457605.750000000, A.D. 2016-Aug-05 06:00:00.0000,  9.816027966929793E-01,  7.524302154117404E+04,  9.057128976560033E+01,  2.692541286232200E+02,  1.746786768309374E+02,  2.457628043402781E+06,  7.796796998472261E-05,  2.098219945915866E+02,  1.814669013841854E+02,  4.089916292465010E+06,  8.104589563388847E+06,  4.617280661155343E+06,
2457605.791666667, A.D. 2016-Aug-05 07:00:00.0000,  9.816030732258306E-01,  7.524219812051013E+04,  9.057939104134944E+01,  2.692535838067586E+02,  1.746785030426597E+02,  2.457628043009585E+06,  7.796749190824503E-05,  2.101062471303757E+02,  1.814812038468300E+02,  4.089933011319913E+06,  8.104623824519315E+06,  4.617308973125120E+06,
2457605.833333333, A.D. 2016-Aug-05 08:00:00.0000,  9.816033089056569E-01,  7.524149631037744E+04,  9.058850708549248E+01,  2.692529729968586E+02,  1.746783548910416E+02,  2.457628042678760E+06,  7.796708450769439E-05,  2.103899404259884E+02,  1.814954893032457E+02,  4.089947258695545E+06,  8.104653021080712E+06,  4.617333099899002E+06,
2457605.875000000, A.D. 2016-Aug-05 09:00:00.0000,  9.816034993836491E-01,  7.524092858485914E+04,  9.059840574149918E+01,  2.692523121955095E+02,  1.746782348187810E+02,  2.457628042415351E+06,  7.796675604388894E-05,  2.106730254451405E+02,  1.815097555586820E+02,  4.089958745631477E+06,  8.104676562678096E+06,  4.617352552122975E+06,
2457605.916666667, A.D. 2016-Aug-05 10:00:00.0000,  9.816036414312941E-01,  7.524050395873327E+04,  9.060883908205706E+01,  2.692516182814887E+02,  1.746781446214411E+02,  2.457628042222814E+06,  7.796651303233944E-05,  2.109554673100561E+02,  1.815240010844632E+02,  4.089967244209113E+06,  8.104693984459492E+06,  4.617366943814416E+06,
2457605.958333333, A.D. 2016-Aug-05 11:00:00.0000,  9.816037328101943E-01,  7.524022841833576E+04,  9.061954599241599E+01,  2.692509088232898E+02,  1.746780855279885E+02,  2.457628042103221E+06,  7.796636040079568E-05,  2.112372435985236E+02,  1.815382249377669E+02,  4.089972582048043E+06,  8.104704935677750E+06,  4.617375983044170E+06,
2457606.000000000, A.D. 2016-Aug-05 12:00:00.0000,  9.816037718507127E-01,  7.524010624452426E+04,  9.063024962619689E+01,  2.692502022336330E+02,  1.746780584347111E+02,  2.457628042057808E+06,  7.796630211133434E-05,  2.115183394179643E+02,  1.815524265310086E+02,  4.089974620554958E+06,  8.104709134865392E+06,  4.617379435104246E+06,
2457606.041666667, A.D. 2016-Aug-05 13:00:00.0000,  9.816037602663519E-01,  7.524013152743813E+04,  9.064068995297666E+01,  2.692495156160156E+02,  1.746780623447027E+02,  2.457628042083429E+06,  7.796633645752707E-05,  2.117987802285090E+02,  1.815666071690085E+02,  4.089973419394959E+06,  8.104706707262480E+06,  4.617377401028886E+06,
2457606.083333333, A.D. 2016-Aug-05 14:00:00.0000,  9.816036986993495E-01,  7.524030140502503E+04,  9.065065056811790E+01,  2.692488630166850E+02,  1.746780969557113E+02,  2.457628042178592E+06,  7.796646380489238E-05,  2.120785763870339E+02,  1.815807674392132E+02,  4.089968965792256E+06,  8.104697630179487E+06,  4.617369859185662E+06,
2457606.125000000, A.D. 2016-Aug-05 15:00:00.0000,  9.816035902230220E-01,  7.524060624052555E+04,  9.065985578727488E+01,  2.692482621933931E+02,  1.746781604247034E+02,  2.457628042338203E+06,  7.796667959333539E-05,  2.123577718356237E+02,  1.815949095213469E+02,  4.089961419248469E+06,  8.104682232256413E+06,  4.617357079687320E+06,
2457606.166666667, A.D. 2016-Aug-05 16:00:00.0000,  9.816034387036169E-01,  7.524103406389960E+04,  9.066807535122373E+01,  2.692477277438093E+02,  1.746782504873983E+02,  2.457628042556303E+06,  7.796697784795511E-05,  2.126364189700573E+02,  1.816090359885444E+02,  4.089950988758544E+06,  8.104660943453187E+06,  4.617339416464787E+06,
2457606.208333333, A.D. 2016-Aug-05 17:00:00.0000,  9.816032488316924E-01,  7.524157064486791E+04,  9.067510896833555E+01,  2.692472721519338E+02,  1.746783643778407E+02,  2.457628042825885E+06,  7.796735086628325E-05,  2.129145803957318E+02,  1.816231498951817E+02,  4.089937943743508E+06,  8.104634316842148E+06,  4.617317325779257E+06,
2457606.250000000, A.D. 2016-Aug-05 18:00:00.0000,  9.816030260765319E-01,  7.524219973535302E+04,  9.068078213902368E+01,  2.692469060872448E+02,  1.746784988163471E+02,  2.457628043138891E+06,  7.796778913157921E-05,  2.131923291040757E+02,  1.816372547884100E+02,  4.089922617076238E+06,  8.104603034417124E+06,  4.617291371343883E+06,
2457606.291666667, A.D. 2016-Aug-05 19:00:00.0000,  9.816027765814734E-01,  7.524290345146367E+04,  9.068494746441357E+01,  2.692466383461189E+02,  1.746786500442370E+02,  2.457628043486321E+06,  7.796828138482883E-05,  2.134697475946593E+02,  1.816513546690572E+02,  4.089905402556165E+06,  8.104567901660865E+06,  4.617262220044897E+06,
2457606.333333333, A.D. 2016-Aug-05 20:00:00.0000,  9.816025070200842E-01,  7.524366274702249E+04,  9.068748798303307E+01,  2.692464756650454E+02,  1.746788138889693E+02,  2.457628043858399E+06,  7.796881480337949E-05,  2.137469263386709E+02,  1.816654539209652E+02,  4.089886748654557E+06,  8.104529834562091E+06,  4.617230631347190E+06,
2457606.375000000, A.D. 2016-Aug-05 21:00:00.0000,  9.816022244315801E-01,  7.524445792798555E+04,  9.068832064272722E+01,  2.692464225294200E+02,  1.746789858478663E+02,  2.457628044244790E+06,  7.796937524789103E-05,  2.140239618674473E+02,  1.816795572222556E+02,  4.089867149871318E+06,  8.104489841814651E+06,  4.617197442655378E+06,
2457606.416666667, A.D. 2016-Aug-05 22:00:00.0000,  9.816019360504361E-01,  7.524526916377856E+04,  9.068739900754868E+01,  2.692464810353404E+02,  1.746791611823507E+02,  2.457628044634826E+06,  7.796994755093981E-05,  2.143009546782076E+02,  1.816936694475437E+02,  4.089847136636511E+06,  8.104449004109243E+06,  4.617163552210967E+06,
2457606.458333333, A.D. 2016-Aug-05 23:00:00.0000,  9.816016491409716E-01,  7.524607696259506E+04,  9.068471488582405E+01,  2.692466508231308E+02,  1.746793350175097E+02,  2.457628045017738E+06,  7.797051582991784E-05,  2.145780070783452E+02,  1.817077955667196E+02,  4.089827264364284E+06,  8.104408451765972E+06,  4.617129900554864E+06,
2457606.500000000, A.D. 2016-Aug-06 00:00:00.0000,  9.816013708436880E-01,  7.524686258964261E+04,  9.068029887473315E+01,  2.692469290812887E+02,  1.746795024438625E+02,  2.457628045382876E+06,  7.797106381377385E-05,  2.148552210386027E+02,  1.817219405435131E+02,  4.089808102025246E+06,  8.104369341460849E+06,  4.617097451175275E+06,
2457606.541666667, A.D. 2016-Aug-06 01:00:00.0000,  9.816011080368007E-01,  7.524760841804463E+04,  9.067421994689003E+01,  2.692473106113484E+02,  1.746796586195412E+02,  2.457628045719939E+06,  7.797157517777618E-05,  2.151326960920530E+02,  1.817361092355145E+02,  4.089790220441083E+06,  8.104332832464121E+06,  4.617067170686183E+06,
2457606.583333333, A.D. 2016-Aug-06 02:00:00.0000,  9.816008672138924E-01,  7.524829821062429E+04,  9.066658422858556E+01,  2.692477879428648E+02,  1.746797988717979E+02,  2.457628046019172E+06,  7.797203388308941E-05,  2.154105272971984E+02,  1.817503062964981E+02,  4.089774180413652E+06,  8.104300062616679E+06,  4.617040008726473E+06,
2457606.625000000, A.D. 2016-Aug-06 03:00:00.0000,  9.816006543770085E-01,  7.524891733687342E+04,  9.065753308975454E+01,  2.692483514898140E+02,  1.746799187969614E+02,  2.457628046271570E+06,  7.797242451889137E-05,  2.156888032765203E+02,  1.817645360816219E+02,  4.089760520767859E+06,  8.104272124198844E+06,  4.617016877713969E+06,
2457606.666666667, A.D. 2016-Aug-06 04:00:00.0000,  9.816004749436062E-01,  7.524945293326462E+04,  9.064724061789059E+01,  2.692489897428835E+02,  1.746800143578137E+02,  2.457628046469065E+06,  7.797273264440092E-05,  2.159676043431751E+02,  1.817788025561981E+02,  4.089749746399849E+06,  8.104250039866433E+06,  4.616998632609177E+06,
2457606.708333333, A.D. 2016-Aug-06 05:00:00.0000,  9.816003336654832E-01,  7.524989401710583E+04,  9.063591050402640E+01,  2.692496894949695E+02,  1.746800819769839E+02,  2.457628046604693E+06,  7.797294512695853E-05,  2.162470007351784E+02,  1.817931092090909E+02,  4.089742316464766E+06,  8.104234738912427E+06,  4.616986050915920E+06,
2457606.750000000, A.D. 2016-Aug-06 06:00:00.0000,  9.816002345579068E-01,  7.525023156479112E+04,  9.062377234124068E+01,  2.692504360989490E+02,  1.746801186244718E+02,  2.457628046672754E+06,  7.797305047058980E-05,  2.165270509853734E+02,  1.818074589722696E+02,  4.089738632898021E+06,  8.104227034231250E+06,  4.616979813246966E+06,
2457606.791666667, A.D. 2016-Aug-06 07:00:00.0000,  9.816001808375657E-01,  7.525045856484417E+04,  9.061107732865077E+01,  2.692512137572531E+02,  1.746801218969666E+02,  2.457628046668944E+06,  7.797303912767870E-05,  2.168078004645460E+02,  1.818218541484991E+02,  4.089739029526917E+06,  8.104227600488990E+06,  4.616980484889270E+06,
2457606.833333333, A.D. 2016-Aug-06 08:00:00.0000,  9.816001748685453E-01,  7.525057005482262E+04,  9.059809338677427E+01,  2.692520058419664E+02,  1.746800900862769E+02,  2.457628046590469E+06,  7.797290378478604E-05,  2.170892801420885E+02,  1.818362963495052E+02,  4.089743762085053E+06,  8.104236954115284E+06,  4.616988498897519E+06,
2457606.875000000, A.D. 2016-Aug-06 09:00:00.0000,  9.816002181162017E-01,  7.525056314905216E+04,  9.058509971889185E+01,  2.692527952424390E+02,  1.746800222340432E+02,  2.457628046436126E+06,  7.797263961254354E-05,  2.173715056124050E+02,  1.818507864471258E+02,  4.089752999480599E+06,  8.104255435812146E+06,  4.617004141310183E+06,
2457606.916666667, A.D. 2016-Aug-06 10:00:00.0000,  9.816003111095721E-01,  7.525043706140151E+04,  9.057238089201792E+01,  2.692535647351065E+02,  1.746799181699895E+02,  2.457628046206352E+06,  7.797224446911098E-05,  2.176544764348792E+02,  1.818653245399235E+02,  4.089766816685124E+06,  8.104283196308847E+06,  4.617027539108681E+06,
